SMILES	prop_1	prop_2	prop_3	prop_4
O=Cn1cccc1	2.4547	0.33719	-2.132501206	5.0782
FC(F)=C(F)C#N	2.6375	0.37072	-1.233890079	5.7518
Cc1n[nH]oc1=O	2.8972	0.34063	-1.782455684	4.8836
C=NN=CCC#C	0.4843	0.35342	-2.108479729	4.1253
CC=C(C=C)C=O	3.0971	0.32681	-2.492220245	3.7955
CC=CC1COC1	2.2117	0.41033	-2.686081506	7.1615
CC1(COC1)C#C	1.4346	0.44646	-2.432598849	6.621
FCC(=C)CF	1.7251	0.4216	-1.857997269	7.374
FCC(=C)C=C	1.7369	0.35738	-2.086835562	5.9526
FCC(=O)NC=O	2.7974	0.3766	-1.81477481	4.8132
CNC(NC)=NC	3.0315	0.38257	-2.650312649	6.3386
CCC(C)(O)C#C	1.9426	0.4413	-2.676325963	6.5955
COCC=NOC	1.1603	0.38699	-2.353375881	5.9654
C#CCC#CC#C	0.7248	0.38603	-2.025363776	4.8913
Fc1cocc1F	1.5219	0.38506	-1.588467185	6.4259
NCc1nnon1	3.6914	0.3421	-1.651128222	5.5219
CC(O)CN	3.0332	0.43187	-2.026050139	6.9679
Cc1cnnn1O	3.57	0.39041	-1.857700858	6.2786
CC1CCC(C)O1	1.5558	0.43428	-2.954930407	7.5925
CC=C1CON=C1	3.7818	0.32281	-2.26202226	4.9451
NC1CC=NN=C1	4.7511	0.34773	-2.184652199	4.2947
OCCC(=O)C=C	1.6232	0.34731	-2.411120094	3.9035
CCCC(O)C#C	1.5753	0.44493	-2.674689062	6.4973
CC1NC(=O)C1O	3.0824	0.3925	-2.236694324	5.7053
COC(C=C)=NO	0.6082	0.33896	-2.154745727	5.3553
CCC(O)C=O	2.4571	0.38275	-2.171800931	4.545
CN1CC(C)(C)C1	0.7688	0.39998	-3.026757602	6.6213
OCC(=O)N1CC1	3.9776	0.39658	-2.206393586	5.5968
ONC(=N)NC=O	1.335	0.36614	-1.810023805	5.5862
NC(CO)C(N)=N	2.4377	0.39564	-2.353934366	6.2629
COc1cnoc1	3.7555	0.36874	-1.959888399	5.9325
CNC1CC(C)C1	0.9921	0.40635	-3.02894309	6.4944
CN1CC1C(N)=O	3.7704	0.39608	-2.334598094	5.6844
CC(C=O)N1CC1	2.7704	0.37302	-2.492851061	4.2473
O=c1nco[nH]1	4.5317	0.38402	-1.329148008	5.4115
CCC1(N)CC1O	3.1441	0.40869	-2.722520575	6.9409
CC(C)C(=O)C#C	3.1374	0.35725	-2.469533211	4.0095
COC=NOC=O	2.717	0.39462	-1.870639225	5.8844
CN1C=NCC1=C	2.6262	0.34387	-2.42162887	5.2174
CCC(C)C(C)=O	2.7625	0.38177	-2.962352362	4.4731
Oc1ccncn1	3.6384	0.36913	-1.943470442	4.9222
COC(C)=CCN	0.7004	0.39025	-2.720079093	6.5729
CC(C)(N)CN	1.8017	0.40474	-2.603646642	6.6866
NNC(=O)NC=N	6.9179	0.39278	-1.949550567	6.0722
NCCOC=O	1.3649	0.38706	-1.983697685	5.9362
CON=C(C)CO	2.3388	0.39405	-2.379364642	6.4262
CCC(OC)=NO	0.946	0.40222	-2.381660178	6.7762
NCCN=CNO	1.9941	0.37943	-2.28727613	6.2676
OCC(O)CC=C	2.7364	0.41816	-2.614661562	7.3675
CC(C=C)=CCO	1.7515	0.34414	-2.700834778	5.7016
CN(C)CC=C	0.5395	0.37767	-2.550090789	5.9591
COC=CC(C)=O	3.5538	0.35366	-2.414141399	4.1907
CC(F)C(=C)CO	1.3963	0.41718	-2.474433461	7.0072
CCC(F)=C(C)C	1.5633	0.40389	-2.797809598	7.0197
CCC1NCC1N	1.7523	0.40368	-2.828161204	6.6159
O=CCNCC=O	3.7216	0.36158	-2.208618556	4.259
N#CC1CCCC1	4.4731	0.48455	-2.644221851	7.7965
NCC(O)C(O)=O	2.1183	0.39005	-2.165227424	6.214
ON=CC(=O)C#C	2.9962	0.33192	-1.684150636	3.5716
COC=CNC=O	3.8052	0.35258	-2.216007065	5.6718
FC(F)=COC=O	1.0137	0.37182	-1.509118997	5.9333
NC12CCN(C1)C2	2.5108	0.39782	-2.597845034	6.5059
FCCC#CCF	1.7437	0.44055	-2.077489856	6.2281
O=C1CCN1	4.0363	0.41104	-1.609561744	6.0817
NNC(=O)CO	5.4846	0.4069	-1.767210016	6.2037
NC1CCC=C1	1.3523	0.40333	-2.364719744	6.4907
CN1CCC2CC12	0.5027	0.39804	-2.81236485	6.5028
Nc1n[nH]c(=N)o1	2.9916	0.37226	-1.730387001	6.1867
NCCN	0	0.42863	-1.656729893	6.7254
ON=CCNC=N	3.7772	0.36279	-2.080860213	6.1011
FC(=C)CCC#C	1.1584	0.41977	-2.308051894	6.7174
CCC(F)C=CF	1.9297	0.42318	-2.333391842	7.5359
CNCC(C)N	0.4706	0.40261	-2.589084383	6.5647
C=C(C=O)C=O	3.161	0.31346	-1.7265592	3.3265
CC(C)=CC#C	1.3047	0.36032	-2.30130098	5.6822
C=CC1COCO1	1.3794	0.41456	-2.392594716	7.1652
CC(C=C)C1CN1	1.7903	0.40787	-2.792254702	7.1587
NC1CON=CC1	3.893	0.39435	-2.281200865	5.8638
C1CC=CCN1	1.0141	0.39381	-2.362241638	6.1704
COn1cncn1	2.9267	0.409	-1.865614877	6.5946
CC(=C)C(F)F	2.226	0.42095	-1.874553536	7.4087
C=CC(=N)NC=N	1.8442	0.33714	-2.214431768	5.2952
C1Nc2conc12	3.5305	0.35804	-1.7992258	5.6298
CC(=O)C(O)C#N	3.6411	0.38696	-2.015433525	4.801
CC(C)(F)C(O)=O	3.2988	0.43115	-2.225843736	5.946
CC1CCN1N=C	2.2089	0.34683	-2.578777722	5.4505
CC#CC1CCO1	1.9403	0.42453	-2.438794977	6.1715
FC1C2CNC1C2	2.0547	0.42179	-2.351572283	6.7154
C=NN=CC1CC1	1.0542	0.35071	-2.358323185	4.1175
CNC1CN(C)C1	0.9871	0.40542	-2.809501915	6.6319
CC(C)(CN)C#C	1.2245	0.42566	-2.787999529	6.7532
CCC(F)C(C)C	1.7645	0.49827	-3.025312151	9.19
CC1CC1(F)CF	2.5928	0.47615	-2.324422275	8.3124
CNCC(F)CN	1.4376	0.40808	-2.604117111	6.7684
COCC(=O)C=C	2.5356	0.34537	-2.393657124	3.8059
Nc1cc(O)no1	5.4822	0.37302	-1.794734289	6.2911
O=C1CC=CCN1	4.0071	0.40059	-2.350013083	5.7864
CN(NC=O)C=N	3.2045	0.37836	-2.115736243	5.659
CN(C=C)C=NN	1.5665	0.33569	-2.392985983	5.3392
NC1CC1	1.212	0.42379	-1.621811198	6.7363
Cc1ccncc1	2.7558	0.37642	-2.444892589	5.1729
NCCNNC=O	4.8491	0.39891	-2.32904	5.7515
CC1(CCO)CN1	3.8334	0.43602	-2.720115033	7.4523
C=CCC#CC=C	0.3143	0.35902	-2.530628118	5.3732
CCCNC=N	4.2287	0.4029	-2.388106673	6.5515
C1C2CC2C3CC13	0.3408	0.44303	-2.785422057	7.6105
CCc1cnco1	2.2581	0.38674	-2.335270299	6.3378
CCCC(C)=O	2.7896	0.38806	-2.493222369	4.5597
CCNNC=O	4.7369	0.40587	-2.067736747	5.7527
CCC(=C)CF	2.0941	0.41866	-2.317017634	7.3534
CC1CCC(=O)N1	4.2956	0.40664	-2.582358733	5.7903
CCC(C)(O)CF	1.8796	0.46101	-2.709850443	7.7115
OCc1cc[nH]c1	1.9698	0.38737	-2.32802379	6.5582
COCC(F)C#N	3.8307	0.43208	-2.053358513	7.4344
CC(F)=C(F)C#N	4.6836	0.36811	-1.700810494	5.9416
CC(N)CC(N)=O	3.5409	0.39716	-2.585105163	5.8399
CNC(=N)C#CC	3.575	0.35622	-2.377299282	5.6056
COC1CCC1O	1.4848	0.42547	-2.604312322	7.1881
FC1=COC(=C)C1	0.7299	0.35731	-2.033323916	5.4467
CNc1nnco1	4.5234	0.37185	-1.916348251	6.1932
FC1=CCCNC1	1.6063	0.40115	-2.380855966	6.3278
C1OCC=CO1	1.4454	0.40144	-1.934723422	6.7169
COC1COC1	2.2937	0.44368	-2.118164879	7.3174
CC1C(C)C1C#C	1.2379	0.43275	-2.755588539	6.3247
OCC(F)C=CF	2.5411	0.41903	-2.014208818	7.5142
FC(=C)C(=O)C=O	1.7138	0.29617	-1.730800991	2.8735
CC1CC(C)(C)C1	0.0986	0.46644	-3.245671834	8.5119
N#CC1OC1C#N	0.0554	0.43924	-1.644832424	7.1246
C=C1CCC(=C)O1	2.1229	0.38311	-2.50344821	6.3707
CC(N)C(C)CO	3.508	0.42416	-2.9629095	7.0797
CCC1(CC1)NC	0.9935	0.40796	-3.025850142	6.6621
C1ON=CNC=C1	4.2313	0.34976	-2.052975052	4.9087
OCC(=N)N1CC1	2.9488	0.40655	-2.2936801	6.1351
CCC(C)C=C	0.3577	0.42413	-2.773724653	7.4806
CNC(=O)COC	3.6448	0.40622	-2.450515558	6.0319
CC#CC1CNC1	1.469	0.41903	-2.551337351	6.5182
CC#CC(C)=C	0.698	0.3638	-2.303401028	5.5565
CNC1(CO)CC1	2.8486	0.41612	-2.711396892	6.7193
FCc1ccc[nH]1	1.8314	0.38075	-2.190676396	6.2135
COC=CC=NO	1.589	0.33358	-2.153345311	5.6428
NN=CCC=CF	1.4873	0.36281	-2.136187722	5.9603
FC1(CNC1)C#C	1.2126	0.40504	-2.085231821	6.2824
NC=C1CON=C1	5.1359	0.29912	-2.064333366	4.577
CC=CCC(O)=O	1.5799	0.40383	-2.44923981	6.0303
CCC(CF)C#N	2.4183	0.50006	-2.392398345	7.8058
CC(=CCO)C#C	1.6086	0.36033	-2.447086258	5.6902
FCC(=C)C=O	2.0959	0.35209	-1.796221265	3.9194
CN1NC=NN=C1	4.1633	0.33028	-1.954336597	4.4792
Fc1cnnnc1	3.6618	0.34164	-1.513386422	4.2195
CC=C(C)C(C)C	0.1055	0.41024	-3.247159544	7.169
CCNC(=O)NC	3.7348	0.42527	-2.587008795	6.7672
ON1CC=CC1=O	3.8404	0.33498	-1.979674837	4.8695
O=CCCNC=O	4.0392	0.38194	-2.248165133	4.4164
NNC1=NOCO1	3.1708	0.3852	-1.747871629	6.4464
COC(=O)C=NO	2.1669	0.366	-1.882093181	5.0524
CCC1CCN1C	0.7572	0.41078	-3.027002928	6.8248
c1cocn1	1.5981	0.3977	-1.390051091	6.5891
CC(O)CCC=O	3.07	0.39266	-2.642024586	4.4959
O=C1NCCO1	5.3063	0.44568	-1.801479628	7.0696
NC1CCNN=C1	2.0663	0.36351	-2.416845312	5.7414
CCC(C)C=NO	0.7502	0.40391	-2.70160357	6.1764
CCCC(C)=NO	0.824	0.4063	-2.70776464	6.3023
FC1CNCC1=O	3.9664	0.35589	-2.07993672	4.1969
C1Oc2nonc12	4.197	0.37772	-1.448854719	6.0471
C#Cc1nnon1	2.4879	0.35625	-1.363983117	5.529
ONC(=N)C=NO	3.1686	0.34732	-1.727659178	5.3806
CC(C)CNC=O	3.7355	0.40882	-2.775547796	5.7695
CC1=CC(N)CO1	0.7065	0.38865	-2.525948278	6.4287
OCC1OCC=C1	1.319	0.39839	-2.399584006	6.3815
COC(C)=CC#N	5.2097	0.36791	-2.310054359	6.1306
CC(C)ONC=N	3.5409	0.4099	-2.49177835	6.3719
NC(=N)C#CC#C	3.4437	0.34096	-1.903427352	4.5503
CN=C(NO)C=O	2.6852	0.32056	-1.961893743	3.7841
CC1(CN)CC1N	2.726	0.38205	-2.828024503	6.3255
O=C1CCC(=O)N1	2.092	0.39208	-2.088845789	5.2675
CC(N)=N	2.9777	0.40797	-1.466676892	6.4332
FC=CC(F)C#C	1.7583	0.40794	-1.839046771	6.2298
C=C1CCC=CO1	1.4507	0.37234	-2.500943941	5.8983
CC#CC(O)C=O	4.0194	0.35564	-2.152916315	4.2058
CC1C(C=C)N1C	1.2897	0.39159	-2.790448915	6.279
CCNN=CNO	3.5233	0.35156	-2.255326917	5.5119
FC(=C)C=CC=O	4.0212	0.32049	-2.043742952	3.6842
FCC(=C)C1CN1	1.2176	0.40373	-2.335544315	6.6768
CC1CC(N)C1F	1.255	0.43024	-2.587520754	6.9995
COC(C)OC=C	1.096	0.40902	-2.605330904	7.0539
NCC1(N)CC1	2.4337	0.41593	-2.360168849	6.731
OC(=O)CON=C	1.137	0.39336	-1.880221411	5.8959
O=CCC#CC=O	2.8235	0.34879	-1.938316466	3.9623
FC1CCC=C1F	2.7307	0.41509	-2.131504419	7.0608
NC1CC1C=CF	2.5122	0.39281	-2.342035408	6.6577
CC(=NO)C(F)=C	1.8355	0.34792	-2.020849943	5.5584
CC1CNC2CC12	0.816	0.40501	-2.820067317	6.5452
O=C(CC#C)C#C	2.735	0.34943	-1.978887671	4.0649
CON(C)C(C)=O	3.5857	0.39117	-2.398214548	5.6854
Cc1cn(O)nn1	2.7432	0.38238	-1.856576614	6.2372
CC1=CC(=O)CC1	4.4511	0.35079	-2.541406398	4.0904
Nn1[nH]ncc1=O	2.7453	0.31203	-1.674727643	4.8072
CCCC(=O)CO	3.1558	0.3932	-2.648098216	4.8186
NC(=N)CCF	1.6004	0.4118	-1.946369621	6.5068
NN=CONC=N	4.7561	0.36813	-1.838382156	6.0385
FCC(F)(F)F	1.991	0.56671	-1.207062974	10.1582
Nc1c[nH]c(F)c1	2.1055	0.3713	-1.983697331	5.8766
CCN(C)CC#C	0.9006	0.40538	-2.766137044	6.4057
C1CNCCNC1	1.4656	0.38909	-2.84059243	6.136
C=CCOC=O	1.8559	0.41976	-1.952319829	5.9454
FC=CC1COC1	1.2567	0.41354	-2.227292498	7.3226
CC(N)C1(C)CC1	1.1966	0.42435	-3.033863299	6.8306
CC(CF)=CC#N	3.9911	0.37268	-2.165799524	6.1468
COC(C)=C(C)C	1.2761	0.39036	-2.922447917	6.6406
OCCC=CC=O	4.8553	0.34891	-2.408932132	3.9173
CC(=C)CON=C	0.5958	0.38889	-2.452283973	5.8432
NC1CC(F)C1	1.7675	0.42548	-2.114380006	6.7357
CC(O)C(=O)CF	2.0834	0.38414	-2.188433299	4.6696
OCCNCC#N	5.1574	0.41428	-2.317908387	6.6481
Nc1ccoc1O	0.6252	0.35963	-2.009088679	5.6309
CC12CC1CCN2	1.2823	0.39717	-2.822360483	6.3525
NCC(F)=CF	3.7343	0.41169	-1.652682225	6.6343
CCCC=O	2.6792	0.38481	-2.013479127	4.412
ON=CC1CNC1	1.0986	0.37451	-2.252158705	6.081
OCC(=O)NC=O	3.7272	0.36853	-1.95964958	4.7711
NC(=N)C1CCO1	2.5012	0.39677	-2.316590757	6.4117
CN(O)C(=N)C=O	2.6885	0.32245	-1.964648127	3.8581
CC(=O)NC=C	3.5242	0.37064	-2.085160359	5.5502
CC#CCC=CF	1.6571	0.41394	-2.3086818	6.6172
C#CC1CCO1	2.0214	0.42688	-1.960311134	6.24
NCC#CCO	2.6256	0.42032	-2.000687573	6.448
CC(CC#N)C#C	4.2747	0.44941	-2.363884671	6.714
CNCC(O)C#C	2.7576	0.42443	-2.463744707	6.6229
FCC1OCC=C1	1.9064	0.40035	-2.258215026	6.3807
CCNC(=N)NO	4.6851	0.39722	-2.30775981	6.612
CN(C)CC(N)=N	3.3256	0.3982	-2.653369756	6.3317
CNC(CO)CF	3.5675	0.42659	-2.491529218	6.8592
CCC(C)(C)CN	1.2134	0.4173	-3.271338654	6.6569
CNC(C)(C)C=O	2.9825	0.35443	-2.739349513	4.2813
FC(F)=CC1CN1	0.52	0.40851	-1.886859319	6.9182
C=NNC(=N)C=O	2.8997	0.31362	-1.886333821	3.9051
CC(=O)CNN=C	1.7555	0.35216	-2.299626116	4.51
NC(=O)C(=C)CF	3.5856	0.3666	-2.09730603	5.0015
CCC1CC1N	1.3405	0.41335	-2.561994484	6.6201
CC1C2CCC1O2	1.8275	0.45071	-2.701251526	7.9116
CC1OC=CC1O	1	0.39271	-2.414514892	6.4349
OCC1CC(F)C1	2.7224	0.46345	-2.472323244	7.5399
CC(=O)CC#C	2.4801	0.37786	-2.006018554	4.5319
NNC(NO)=NO	2.914	0.36758	-1.712723097	6.2288
CC(C)(C)N1CC1	1.1085	0.41895	-3.019580324	7.359
CC1(C)C(N)C1N	1.9701	0.38852	-2.828626802	6.455
OC(C=O)C(F)=C	0.9048	0.35704	-1.952709992	4.5002
CNC(OC)=NO	0.9292	0.38008	-2.178478446	6.1894
NCC1CCC1F	2.3683	0.42684	-2.584699295	6.8168
CON=C(C)C#C	0.9139	0.34621	-2.205217529	5.4836
CC(O)C(C)CO	2.433	0.43479	-2.851013482	7.5043
NCC1=NNCC1	2.3122	0.3651	-2.41648629	5.8099
CN=CNC(C)=N	1.3533	0.37072	-2.44539369	5.6543
Oc1n[nH]c(O)n1	4.8614	0.38094	-1.637825657	6.3484
CON=C(C)C=O	3.3588	0.33987	-2.171362605	3.9101
FCc1c[nH]nn1	4.5429	0.40042	-1.762804571	5.9649
ON=CC1CCC1	0.8006	0.3969	-2.46485084	6.1108
CC#CC(F)F	3.0444	0.45422	-1.620342012	6.4516
CC1OCC1C#C	1.2016	0.44253	-2.438107317	6.5634
NC1CNCC=C1	1.9482	0.38236	-2.626586702	5.9084
FCC(=O)CC=C	1.1953	0.37504	-2.264076088	4.5492
CC1COC=C1	1.1825	0.38914	-2.250554263	6.3454
ON=c1nco[nH]1	2.4482	0.33858	-1.523047757	5.206
NC1CC1(F)F	2.6519	0.43419	-1.652542525	7.0088
FC(=C)C1CN1	1.172	0.39725	-1.874166113	6.7668
NC(=N)N1CCC1	3.5377	0.38898	-2.432562466	6.4694
CC=CC(N)=N	3.2038	0.34994	-2.174152432	5.476
CCC(C)CNC	0.9252	0.41143	-3.260558066	6.4867
CC(O)C(C)CN	3.175	0.42024	-2.963923218	6.8895
CNCC(F)CO	0.4403	0.41843	-2.493898317	6.8163
OCCC1CN1	2.8311	0.42396	-2.239335912	7.2884
N#CC1=CCNC1	4.0246	0.35172	-2.203432339	5.146
OCC(=C)C1CO1	2.7004	0.39817	-2.367275003	6.7586
OCC1=NCCN1	2.0242	0.37649	-2.337245563	6.1185
Cc1nnnn1O	5.145	0.40552	-1.646884325	6.1136
C1CC=CC=CO1	0.9167	0.3308	-2.498083754	4.9639
FCC(=O)CC#N	2.8667	0.37493	-1.86620837	4.4376
OCCCC=C	1.2019	0.42106	-2.455604107	7.4465
FC(=C)CC1CC1	1.4538	0.42395	-2.553032355	7.5124
NC1CC(O)C1N	2.9099	0.39866	-2.525036598	6.6372
OCc1nc[nH]n1	2.1559	0.414	-1.931281312	6.5089
FC=C(C=O)C#C	3.045	0.32927	-1.778852664	3.8534
Nn1nccc1O	1.5947	0.38845	-1.894431961	6.4974
OCC(F)CC=C	2.0074	0.42375	-2.471468344	7.4808
COc1cnno1	4.0903	0.36107	-1.758054779	5.859
C=CC#N	4.0479	0.38634	-1.208308209	6.5001
O=Cn1ccnc1	3.1446	0.34156	-1.935582468	4.9645
NC1CC=CC1=C	1.7933	0.3453	-2.611557325	5.5608
CNC(=O)C(F)=C	2.4858	0.3674	-2.093760716	5.011
Oc1cc[nH]n1	3.3871	0.38723	-1.658240015	6.448
C#CC(C#C)C#C	0.2329	0.44938	-2.002459432	6.6592
C=CC=CNC=O	2.6707	0.32539	-2.319381925	5.3216
CN=CNCC#N	3.6718	0.39395	-2.219914443	6.0835
COC(=C)CCO	2.3625	0.40929	-2.612674385	7.0025
FCC1OC1C=O	2.4611	0.37196	-1.932516494	4.227
COC(=C)C=NN	1.593	0.3178	-2.275122095	4.9595
FC1CNC=NC1	3.4086	0.38931	-2.195943951	6.0185
CC1NC1C(F)=C	2.2232	0.40571	-2.347390555	6.8817
CN(CCO)C=O	5.433	0.38833	-2.45249637	5.852
Nc1c[nH]c(=O)[nH]1	5.0815	0.35269	-1.972155101	5.7348
C=C1COCCO1	0.9573	0.39604	-2.394662174	6.4718
CC(=O)C(O)CF	3.6532	0.3923	-2.193071458	4.7839
C=CC=O	3.2889	0.34808	-1.312887954	3.8266
C=NNC(=O)C=O	5.609	0.31251	-1.783245419	3.8045
CC1CC=CC1N	1.4544	0.39906	-2.837787266	6.2958
CC(C=O)C=NO	2.8397	0.37234	-2.173479587	4.363
C=CC(C=C)C#N	4.0917	0.40507	-2.376366095	6.9571
CC(F)(F)CCN	1.691	0.43193	-2.38019889	6.7962
CCC1(O)CC1C	1.4398	0.44037	-2.924303588	7.4261
CCC(C)=CC	0.1754	0.40885	-2.778185429	7.1471
CC(F)C(N)C=C	1.7308	0.40511	-2.585451412	6.5672
FC(F)CC1CO1	2.5288	0.49595	-2.017723413	8.4899
CC(O)C(C)(C)C	1.5642	0.44736	-3.165140182	7.6394
Oc1nn[nH]c1O	3.0086	0.3536	-1.598903952	5.9257
N=CNC=CC#C	1.4422	0.32965	-2.155640833	5.1654
CC(N)CF	3.1086	0.42439	-1.875637971	6.8078
CCC(C)NC=N	4.012	0.4012	-2.859869671	6.5052
NCc1cc[nH]n1	1.2575	0.39659	-2.234201785	6.6315
COC(=O)C=CN	3.488	0.33743	-2.247642258	5.5762
COC(=O)CN	2.2107	0.39646	-1.988853153	6.1407
CC=CC(=O)C#C	4.1808	0.34594	-2.242702054	3.846
C=C(NC=O)C#N	4.0896	0.34794	-1.91181427	5.3947
CCNCC(F)=C	1.4281	0.39652	-2.578079092	6.3853
COC(=C)C=CF	2.2298	0.35146	-2.240669608	5.8954
OCC=CCC=O	3.7715	0.36305	-2.399824614	4.2527
Cc1ncoc1F	0.207	0.38184	-1.874291504	6.2442
CCCC=NN=C	0.8109	0.3531	-2.596398646	4.1268
CC(=O)C(F)=CF	4.0394	0.35645	-1.810211098	4.1355
C=CC1=NN=CC1	4.6973	0.3319	-2.173465038	4.512
Oc1nc(=N)o[nH]1	4.7584	0.36405	-1.593020311	6.0479
OCC(CO)CF	2.9629	0.43665	-2.388543238	7.7023
NCC(F)C1CC1	2.2141	0.43192	-2.578947106	6.8515
CC(O)CCCF	2.0102	0.45816	-2.707793868	7.5979
NC1(CC1)C2CO2	2.0738	0.42555	-2.47278134	6.8674
CC1CNCC=C1	1.0013	0.38424	-2.832805661	5.8793
COC(=N)NO	4.0689	0.40533	-1.718630151	6.8146
NC(C#C)C1CO1	1.7074	0.43501	-2.225275561	6.6492
CC1(C)C(O)C1F	0.6722	0.44414	-2.464455695	7.4524
CCC#CC(C)C	0.098	0.42938	-2.999045933	6.6558
CC1CC1(N)CO	3.0147	0.41976	-2.722696068	6.9254
OCC=CC1CO1	3.193	0.39526	-2.367070706	6.7573
CCC(=C)C=CC	0.6401	0.34915	-3.019838923	5.7661
CC(C=NN)C#C	1.422	0.37467	-2.338819388	6.0605
OCC1(F)COC1	3.058	0.4337	-2.147570693	7.3437
Cc1conc1F	3.8414	0.39779	-1.837625765	6.6823
CCN1CC(F)C1	2.3514	0.41306	-2.568806489	6.8256
CCN1CC1(C)C	1.2118	0.41473	-3.023713306	7.2118
CONC=NOC	1.075	0.36309	-2.108879036	5.8967
CC1=COCC=C1	0.9225	0.3265	-2.497962329	4.4485
ON=C1CC=CC1	0.6999	0.39204	-2.271616505	6.1611
C	0	0.60467	-0.666232444	11.3892
NCc1c[nH]nn1	3.6611	0.38215	-2.018149959	5.9459
CC(=O)C(=C)CO	3.6009	0.34298	-2.417807442	3.9356
NN=CC(=C)C=C	1.9262	0.31089	-2.366951803	5.1634
CC(O)C(=N)NO	3.2183	0.38822	-2.190948857	6.2693
CC=NOCC#N	4.7443	0.39784	-2.056419446	6.243
CC(F)C(C)C#N	4.5246	0.49346	-2.398137453	7.8311
CCOCCNC	0.8977	0.4155	-2.936480419	6.7912
NC(CO)CC=C	1.1854	0.39702	-2.723426884	6.9754
O=CC(C=O)C=O	0.7774	0.36825	-1.890416194	4.2126
CCC#CC=NO	1.0945	0.34653	-2.221541959	5.3255
CCNC(=O)OC	2.3875	0.43896	-2.47777316	7.2114
FC1CNC1C=O	3.36	0.36158	-2.048461176	4.1111
O=C1COC(=O)C1	1.6969	0.36447	-1.940679105	4.2778
CC(O)C(C)O	0.2396	0.44177	-2.38483921	7.3715
CC(C)CCO	1.6762	0.45738	-2.690339494	7.5109
On1ccoc1=O	4.3724	0.35045	-1.672237267	6.2122
FC1=C(F)CNC1	2.4846	0.40586	-1.908557221	6.3858
FC(=C)C(=C)C#C	1.1022	0.33891	-2.079510466	5.5005
COC(CN)OC	1.3918	0.42729	-2.624230287	6.8085
CC1CNCC1F	2.6278	0.41452	-2.604191674	6.6169
CN=CN(N)C=N	3.3617	0.37768	-2.208958221	5.9516
C=CCON=C	0.3641	0.3902	-1.978232372	5.8475
COC(C=C)=NN	1.3452	0.3197	-2.280402677	4.6498
CC(=O)C(=O)C#C	0.1645	0.30099	-1.943386343	2.8324
CCC(C)CC=O	2.9358	0.37465	-2.949489256	4.2308
C1CCNCC1	0.8531	0.41096	-2.594999969	6.544
FCC(=O)C1CN1	1.4261	0.36737	-2.05197385	4.5758
OC1CC1CC#N	5.3527	0.45258	-2.294291365	7.7557
N#Cc1cnoc1	1.6291	0.3796	-1.662912278	6.3315
CCOC(C)=NO	0.6105	0.40421	-2.393956822	6.8479
CC(=O)COC=C	2.3353	0.36864	-2.405933506	4.5574
NC1CNC1=O	4.9815	0.38498	-1.87282745	5.7998
FC1CCC2OC12	3.1871	0.47109	-2.261403173	8.165
CC(C)(O)CC#C	2.0689	0.43733	-2.682385346	6.6606
CNCC1CC1	0.8219	0.41504	-2.552026176	6.5879
CCC(=N)N(C)O	3.6064	0.36396	-2.499158644	6.0405
CC(O)C(N)C=C	1.3142	0.39702	-2.727626506	6.3528
NNc1cc[nH]n1	2.7637	0.36394	-2.006359973	6.0294
OCC(C=C)C=O	3.0033	0.36345	-2.39767655	4.2415
OCC1(CF)CO1	2.1485	0.46053	-2.144738511	7.6305
Oc1ncon1	2.8471	0.39261	-1.333445965	6.5373
CC(N)=CC(N)=N	3.9975	0.34357	-2.457501334	5.4895
O=C1NC2CC2O1	5.1845	0.42646	-2.026672709	7.0681
CC(O)CC(O)=O	2.6587	0.41018	-2.372000216	6.027
NCCC(F)C=C	0.7344	0.40383	-2.581727461	6.7918
FC=C(F)C(F)=C	1.1823	0.35354	-1.643397039	6.0357
FC(F)=C	1.1659	0.43429	-0.931584505	8.072
CN1CC(=C)C=N1	1.9077	0.30445	-2.387029665	4.3672
OCC=CCO	2.5416	0.40743	-2.140841383	6.8913
OCC(O)C(F)=C	2.4735	0.41864	-2.163376268	7.5287
CCC(=O)NC=O	3.8073	0.37913	-2.277103082	4.8796
C#CC=NN1CC1	0.2596	0.33847	-2.081031194	4.2176
CC(N)CC(O)=O	1.6208	0.3978	-2.478156219	6.0325
CC(F)(CF)CF	2.9385	0.51138	-2.109201917	9.434
Fc1n[nH]oc1=O	3.0024	0.35661	-1.311356667	4.9701
CC1=CC(=C)C=C1	0.1172	0.3033	-2.594137839	3.6185
CC1(C)COC1=O	4.3346	0.427	-2.442286981	5.9855
ON=CC(O)C=O	2.3864	0.37986	-1.859242557	4.6054
CCN(C)C(C)=O	3.7929	0.40123	-2.771165856	5.7435
CNCC(F)C=O	1.7081	0.34079	-2.278333342	4.2423
NC1CNC(=O)C1	4.7309	0.40358	-2.37460726	5.7947
CCC=CCCO	1.9576	0.41192	-2.930893064	7.1069
CON=CC(C)O	1.7498	0.38968	-2.375124271	6.2285
CC(=C)C=NN	2.1415	0.31781	-2.127494884	4.9785
CCCC(C)CO	1.7152	0.45528	-3.159649964	7.4962
Nc1noc(N)n1	2.4286	0.37504	-1.738469474	6.6097
CC(=O)C(=O)NO	0.8524	0.31442	-1.89817486	3.7059
CC(F)(F)CO	2.6344	0.48135	-1.799214462	8.1007
FC1CCC(=O)C1	2.0583	0.37404	-2.303177152	4.3444
FCCOCC#N	4.8548	0.44831	-2.055829403	7.2289
